ASSET TYPE,DIVISION,AREA,CATEGORY,ROW Name,ROW Code,START TRAP,END TRAP,Milepost,Inspection Date,Test Point Protection Criteria,Structure Meets 100mV,Structure Meets -850mV IRF ,Structure Meets Any Criteria,Structure Readings Meet Criteria,Structure P/S,Structure IRF,Bridge ID,Facility Inspection Id,Latitude,Longitude,Test Point Anchor Type,Test Point Classification,Test Point Monitoring Type,Test Point required to monitor AC Voltage,Test Point required to monitor AC Voltage (note),Is High Consequence Area,Facility and ROW Currently Active,Facility Active
PIPELINE,PIPELINES,ACTIVE PIPELINES,L0004,STROME - HARDISTY,L0004 03 ST-YP,STROME,HARDISTY,101.999,10/5/20 22:07,.85 IRF,FALSE,FALSE,FALSE,,,,f38f2784-b1e2-4219-a1c4-a186091888d1,9b51d199-28a2-46b1-b054-2138742d972d,52.69526672,-111.4242172,,Continue to Monitor,Susceptible to AC interference ,TRUE,Test point in AC monitoring range,TRUE,TRUE,TRUE
PIPELINE,PIPELINES,ACTIVE PIPELINES,L0004,STROME - HARDISTY,L0004 03 ST-YP,STROME,HARDISTY,104,10/5/20 22:33,.85 IRF,FALSE,TRUE,TRUE,TRUE,-1.532,-1.243,95085f0a-86cc-48d4-ab06-8496f8234847,096acff4-be52-4403-b0fc-b582ac55546e,52.67945099,-111.3794632,,Continue to Monitor,Insufficient CP data,,,FALSE,TRUE,TRUE
PIPELINE,PIPELINES,ACTIVE PIPELINES,L0004,STROME - HARDISTY,L0004 03 ST-YP,STROME,HARDISTY,104,5/31/22 10:59,.85 IRF,FALSE,TRUE,TRUE,TRUE,-1.554,-1.179,95085f0a-86cc-48d4-ab06-8496f8234847,092be6f0-da4c-4309-902c-7137b1d7827e,52.67945099,-111.3794632,,Continue to Monitor,Insufficient CP data,,,FALSE,TRUE,TRUE
PIPELINE,PIPELINES,ACTIVE PIPELINES,L0004,STROME - HARDISTY,L0004 03 ST-YP,STROME,HARDISTY,104,7/27/19 13:28,.85 IRF,FALSE,FALSE,FALSE,,,,95085f0a-86cc-48d4-ab06-8496f8234847,980f583a-79d7-4d3b-bb3c-16b41ccc08d0,52.67945099,-111.3794632,,Continue to Monitor,Insufficient CP data,,,FALSE,TRUE,TRUE
PIPELINE,PIPELINES,ACTIVE PIPELINES,L0004,STROME - HARDISTY,L0004 03 ST-YP,STROME,HARDISTY,104,9/28/21 12:15,.85 IRF,FALSE,FALSE,FALSE,,,,95085f0a-86cc-48d4-ab06-8496f8234847,bb5325bc-9c83-4dfa-9dc4-b03bd808508b,52.67945099,-111.3794632,,Continue to Monitor,Insufficient CP data,,,FALSE,TRUE,TRUE
PIPELINE,PIPELINES,ACTIVE PIPELINES,L0004,STROME - HARDISTY,L0004 03 ST-YP,STROME,HARDISTY,104.657,5/31/22 12:29,.85 IRF,FALSE,TRUE,TRUE,TRUE,-1.6,-1.263,7c97ba0f-4957-4cf9-a82a-e261f96e1780,2109d48a-d1bb-40f0-9c75-08de95a67a7c,52.67567062,-111.3700104,,Continue to Monitor,Insufficient CP data,,,FALSE,TRUE,TRUE
PIPELINE,PIPELINES,ACTIVE PIPELINES,L0004,STROME - HARDISTY,L0004 03 ST-YP,STROME,HARDISTY,104.657,10/6/20 0:09,.85 IRF,FALSE,TRUE,TRUE,TRUE,-1.499,-1.205,7c97ba0f-4957-4cf9-a82a-e261f96e1780,76f6161d-913d-4f8f-a817-f9e11647f88b,52.67567062,-111.3700104,,Continue to Monitor,Insufficient CP data,,,FALSE,TRUE,TRUE
PIPELINE,PIPELINES,ACTIVE PIPELINES,L0004,STROME - HARDISTY,L0004 03 ST-YP,STROME,HARDISTY,104.657,9/28/21 12:15,.85 IRF,FALSE,FALSE,FALSE,,,,7c97ba0f-4957-4cf9-a82a-e261f96e1780,42307f79-703c-4d11-aaa0-fa8edcd3acd2,52.67567062,-111.3700104,,Continue to Monitor,Insufficient CP data,,,FALSE,TRUE,TRUE
PIPELINE,PIPELINES,ACTIVE PIPELINES,L0004,STROME - HARDISTY,L0004 03 ST-YP,STROME,HARDISTY,104.657,7/30/19 10:26,.85 IRF,FALSE,FALSE,FALSE,,,,7c97ba0f-4957-4cf9-a82a-e261f96e1780,4a22423e-c2f2-4fd4-bf45-f8c99140c445,52.67567062,-111.3700104,,Continue to Monitor,Insufficient CP data,,,FALSE,TRUE,TRUE
PIPELINE,PIPELINES,ACTIVE PIPELINES,L0004,STROME - HARDISTY,L0004 03 ST-YP,STROME,HARDISTY,104.658,9/28/21 12:15,.85 IRF,FALSE,FALSE,FALSE,,,,7299fa2e-f2bc-4bfc-a8cd-0e8095920727,a12ce488-3f95-4977-823b-4d6172b93ad7,52.67523193,-111.368988,,Continue to Monitor,Cased crossing,,,FALSE,TRUE,TRUE
PIPELINE,PIPELINES,ACTIVE PIPELINES,L0004,STROME - HARDISTY,L0004 03 ST-YP,STROME,HARDISTY,104.658,10/5/20 23:48,.85 IRF,FALSE,FALSE,FALSE,FALSE,,-0.598,7299fa2e-f2bc-4bfc-a8cd-0e8095920727,3fa08622-afa4-40d1-863d-bb4a2fcef60a,52.67523193,-111.368988,,Continue to Monitor,Cased crossing,,,FALSE,TRUE,TRUE
PIPELINE,PIPELINES,ACTIVE PIPELINES,L0004,STROME - HARDISTY,L0004 03 ST-YP,STROME,HARDISTY,104.658,7/30/19 10:26,.85 IRF,FALSE,FALSE,FALSE,,,,7299fa2e-f2bc-4bfc-a8cd-0e8095920727,0e417661-0559-4a96-bfbe-cb1019675cb4,52.67523193,-111.368988,,Continue to Monitor,Cased crossing,,,FALSE,TRUE,TRUE
PIPELINE,PIPELINES,ACTIVE PIPELINES,L0004,STROME - HARDISTY,L0004 03 ST-YP,STROME,HARDISTY,104.658,5/31/22 12:16,.85 IRF,FALSE,FALSE,FALSE,FALSE,,-0.605,7299fa2e-f2bc-4bfc-a8cd-0e8095920727,aee585e4-799d-48cb-bcc9-d2555627ac53,52.67523193,-111.368988,,Continue to Monitor,Cased crossing,,,FALSE,TRUE,TRUE
PIPELINE,PIPELINES,ACTIVE PIPELINES,L0004,STROME - HARDISTY,L0004 03 ST-YP,STROME,HARDISTY,106.184,7/30/19 10:26,.85 IRF,FALSE,FALSE,FALSE,,,,1b51e5ab-f000-4ae9-a562-c76bcf3b1e63,990166e3-57cd-45ce-bb24-b739cadff59a,52.66344452,-111.339386,,Continue to Monitor,Insufficient CP data,,,FALSE,TRUE,TRUE
PIPELINE,PIPELINES,ACTIVE PIPELINES,L0004,STROME - HARDISTY,L0004 03 ST-YP,STROME,HARDISTY,106.184,7/27/21 12:01,.85 IRF,FALSE,TRUE,TRUE,TRUE,-1.111,-0.935,1b51e5ab-f000-4ae9-a562-c76bcf3b1e63,83246a74-3bf5-4a8f-9b26-41f933bd3ed6,52.66344452,-111.339386,,Continue to Monitor,Insufficient CP data,,,FALSE,TRUE,TRUE
PIPELINE,PIPELINES,ACTIVE PIPELINES,L0004,STROME - HARDISTY,L0004 03 ST-YP,STROME,HARDISTY,106.184,10/6/20 0:35,.85 IRF,FALSE,TRUE,TRUE,TRUE,-1.135,-0.973,1b51e5ab-f000-4ae9-a562-c76bcf3b1e63,2cd9df31-495b-4a66-9d69-8acbb1350a23,52.66344452,-111.339386,,Continue to Monitor,Insufficient CP data,,,FALSE,TRUE,TRUE
PIPELINE,PIPELINES,ACTIVE PIPELINES,L0004,STROME - HARDISTY,L0004 03 ST-YP,STROME,HARDISTY,106.184,5/24/22 16:30,.85 IRF,FALSE,TRUE,TRUE,TRUE,-1.272,-1.15,1b51e5ab-f000-4ae9-a562-c76bcf3b1e63,97ddd13e-e79b-49e7-b3cb-018d3b6c96fb,52.66344452,-111.339386,,Continue to Monitor,Insufficient CP data,,,FALSE,TRUE,TRUE
PIPELINE,PIPELINES,ACTIVE PIPELINES,L0004,STROME - HARDISTY,L0004 03 ST-YP,STROME,HARDISTY,108.12,8/27/21 15:49,.85 IRF,FALSE,TRUE,TRUE,TRUE,-1.689,-1.167,bc13ff89-1d5b-44be-86ed-1b220dc8cfc3,aef885c5-33c3-4b1d-a063-a5f0d4390f4a,52.6533432,-111.3123016,,Continue to Monitor,Insufficient CP data,,,TRUE,TRUE,TRUE
PIPELINE,PIPELINES,ACTIVE PIPELINES,L0004,STROME - HARDISTY,L0004 03 ST-YP,STROME,HARDISTY,108.12,5/24/22 14:49,.85 IRF,FALSE,TRUE,TRUE,TRUE,-1.699,-1.548,bc13ff89-1d5b-44be-86ed-1b220dc8cfc3,89d6f85a-2010-468e-b00b-4c72245727cb,52.6533432,-111.3123016,,Continue to Monitor,Insufficient CP data,,,TRUE,TRUE,TRUE
PIPELINE,PIPELINES,ACTIVE PIPELINES,L0004,STROME - HARDISTY,L0004 03 ST-YP,STROME,HARDISTY,108.12,10/1/20 23:57,.85 IRF,FALSE,TRUE,TRUE,TRUE,-1.475,-1.091,bc13ff89-1d5b-44be-86ed-1b220dc8cfc3,04ed9326-c6df-42c5-90b1-01172ab32cfd,52.6533432,-111.3123016,,Continue to Monitor,Insufficient CP data,,,TRUE,TRUE,TRUE
PIPELINE,PIPELINES,ACTIVE PIPELINES,L0004,STROME - HARDISTY,L0004 03 ST-YP,STROME,HARDISTY,108.12,7/30/19 10:26,.85 IRF,FALSE,FALSE,FALSE,,,,bc13ff89-1d5b-44be-86ed-1b220dc8cfc3,7be3b6f0-0c3d-4853-a110-5f9c12f63d68,52.6533432,-111.3123016,,Continue to Monitor,Insufficient CP data,,,TRUE,TRUE,TRUE
PIPELINE,PIPELINES,ACTIVE PIPELINES,L0004,STROME - HARDISTY,L0004 03 ST-YP,STROME,HARDISTY,108.121,7/30/19 10:26,.85 IRF,FALSE,FALSE,FALSE,,,,e14dd534-dc8e-4350-933b-7a883ff04d37,51f68d87-7b47-45e8-8545-e26efdccc322,52.65330124,-111.3123322,,,,,,TRUE,TRUE,TRUE
PIPELINE,PIPELINES,ACTIVE PIPELINES,L0004,STROME - HARDISTY,L0004 03 ST-YP,STROME,HARDISTY,108.121,10/1/20 23:56,.85 IRF,FALSE,FALSE,FALSE,,,,e14dd534-dc8e-4350-933b-7a883ff04d37,9fffded2-9576-40d5-92ca-3fde3bb5c839,52.65330124,-111.3123322,Mid Between Rectifiers,Anchor,,,,TRUE,TRUE,TRUE
PIPELINE,PIPELINES,ACTIVE PIPELINES,L0004,STROME - HARDISTY,L0004 03 ST-YP,STROME,HARDISTY,108.121,5/24/22 14:51,.85 IRF,FALSE,TRUE,TRUE,TRUE,-1.621,-1.235,e14dd534-dc8e-4350-933b-7a883ff04d37,cbb66656-813f-44a7-9f2f-184e94bb65a5,52.65330124,-111.3123322,Mid Between Rectifiers,Anchor,,,,TRUE,TRUE,TRUE
PIPELINE,PIPELINES,ACTIVE PIPELINES,L0004,STROME - HARDISTY,L0004 03 ST-YP,STROME,HARDISTY,108.121,8/27/21 15:48,.85 IRF,FALSE,FALSE,FALSE,,,,e14dd534-dc8e-4350-933b-7a883ff04d37,8a13e732-ba3f-4c5a-a667-a3a7ff204255,52.65330124,-111.3123322,Mid Between Rectifiers,Anchor,,,,TRUE,TRUE,TRUE
